country,period,extreme_temp_total_affected,extreme_temp_total_deaths,drought_total_affected,drought_total_deaths,flood_total_affected,flood_total_deaths,storm_total_affected,storm_total_deaths
Bulgaria,2020,0.0,6361.0,0.0,0.0,14962.0,4.0,36.0,4.0
Bulgaria,2025,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0
Burkina Faso,1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,1965,0.0,0.0,108728.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,1970,0.0,0.0,721560.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,1975,0.0,0.0,586712.0,0.0,900.0,0.0,0.0,0.0
Burkina Faso,1980,0.0,0.0,1007548.0,0.0,1500.0,0.0,0.0,0.0
Burkina Faso,1985,0.0,0.0,442452.0,0.0,33896.0,16.0,0.0,0.0
Burkina Faso,1990,0.0,0.0,2600000.0,0.0,66500.0,22.0,0.0,0.0
Burkina Faso,1995,0.0,0.0,96290.0,0.0,1560.0,6.0,0.0,0.0
Burkina Faso,2000,0.0,0.0,0.0,0.0,12120.0,0.0,0.0,0.0
Burkina Faso,2005,0.0,0.0,0.0,0.0,303023.0,67.0,0.0,0.0
Burkina Faso,2010,0.0,0.0,6850000.0,0.0,165758.0,36.0,0.0,0.0
Burkina Faso,2015,0.0,0.0,0.0,0.0,64700.0,25.0,0.0,0.0
Burkina Faso,2020,0.0,0.0,6400928.0,0.0,138136.0,13.0,0.0,0.0
Burundi,1985,0.0,0.0,0.0,0.0,3600.0,12.0,0.0,0.0
Burundi,1995,0.0,0.0,72660.0,0.0,0.0,0.0,30810.0,0.0
Burundi,2000,0.0,0.0,577340.0,6.0,18500.0,0.0,15500.0,0.0
Burundi,2005,0.0,0.0,2294500.0,120.0,56781.0,36.0,1505.0,0.0
Burundi,2010,0.0,0.0,118000.0,0.0,15357.0,96.0,1550.0,21.0
Burundi,2015,0.0,0.0,0.0,0.0,55908.0,76.0,0.0,0.0
Burundi,2020,0.0,0.0,0.0,0.0,335704.0,53.0,5655.0,2.0
Cambodia,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cambodia,1990,0.0,0.0,1132275.0,0.0,929000.0,606.0,0.0,0.0
Cambodia,1995,0.0,0.0,3867725.0,0.0,1960379.0,66.0,0.0,25.0
Cambodia,2000,0.0,0.0,950000.0,0.0,6587235.0,432.0,0.0,0.0
Cambodia,2005,0.0,0.0,600000.0,0.0,57000.0,23.0,178091.0,19.0
Cambodia,2010,0.0,0.0,0.0,0.0,3741973.0,514.0,0.0,0.0
Cambodia,2015,0.0,0.0,2500000.0,0.0,462817.0,12.0,6300.0,0.0
Cambodia,2020,0.0,0.0,0.0,0.0,180995.0,15.0,773961.0,61.0
Cameroon,1970,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0
Cameroon,1985,0.0,0.0,0.0,0.0,1000.0,2.0,0.0,0.0
Cameroon,1990,0.0,0.0,186900.0,0.0,200.0,8.0,0.0,0.0
Cameroon,1995,0.0,0.0,0.0,0.0,1000.0,24.0,0.0,0.0
Cameroon,2000,0.0,0.0,0.0,0.0,2000.0,33.0,0.0,0.0
Cameroon,2005,0.0,0.0,0.0,0.0,35296.0,19.0,0.0,0.0
Cameroon,2010,0.0,0.0,12000.0,0.0,305880.0,38.0,0.0,0.0
Cameroon,2015,0.0,0.0,0.0,0.0,42890.0,7.0,0.0,0.0
Cameroon,2020,0.0,0.0,2389127.0,0.0,772765.0,42.0,0.0,0.0
Canada,1910,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,28.0
Canada,1930,0.0,0.0,9988.0,0.0,0.0,0.0,0.0,0.0
Canada,1935,0.0,500.0,12485.0,0.0,0.0,0.0,0.0,0.0
Canada,1940,0.0,0.0,2527.0,0.0,0.0,0.0,0.0,0.0
Canada,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Canada,1950,0.0,0.0,0.0,0.0,107000.0,1.0,0.0,85.0
Canada,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Canada,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
Canada,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Canada,1975,0.0,0.0,0.0,0.0,0.0,0.0,340.0,14.0
Canada,1980,200.0,0.0,24078.0,0.0,0.0,0.0,0.0,0.0
Canada,1985,0.0,0.0,5922.0,0.0,4500.0,3.0,3650.0,38.0
Canada,1990,0.0,0.0,0.0,0.0,200.0,8.0,1304.0,0.0
Canada,1995,0.0,0.0,0.0,0.0,49700.0,17.0,6200.0,38.0
Canada,2000,0.0,0.0,0.0,0.0,3470.0,4.0,1070.0,24.0
Canada,2005,0.0,0.0,0.0,0.0,12600.0,5.0,303.0,8.0
Canada,2010,0.0,10.0,0.0,0.0,110404.0,9.0,0.0,1.0
Canada,2015,0.0,70.0,0.0,0.0,42913.0,3.0,930.0,1.0
Canada,2020,0.0,817.0,0.0,0.0,31386.0,11.0,64322.0,20.0
Cape Verde,1900,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0
Cape Verde,1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,1920,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0
Cape Verde,1940,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
Cape Verde,1945,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0
Cape Verde,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,1980,0.0,0.0,0.0,0.0,0.0,0.0,7722.0,32.0
Cape Verde,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,1995,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,2000,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,2005,0.0,0.0,0.0,0.0,150.0,3.0,0.0,0.0
Cape Verde,2015,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,9.0
Cape Verde,2020,0.0,0.0,46093.0,0.0,25000.0,1.0,0.0,0.0
Cape Verde,2025,0.0,0.0,0.0,0.0,119000.0,17.0,0.0,0.0
Cayman Islands,1900,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0
Cayman Islands,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
Cayman Islands,2000,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0
Cayman Islands,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central African Republic,1970,0.0,0.0,0.0,0.0,13000.0,0.0,0.0,0.0
Central African Republic,1980,0.0,0.0,0.0,0.0,0.0,0.0,1850.0,0.0
Central African Republic,1995,0.0,0.0,0.0,0.0,76533.0,7.0,0.0,0.0
Central African Republic,2000,0.0,0.0,0.0,0.0,12942.0,3.0,3000.0,3.0
Central African Republic,2005,0.0,0.0,0.0,0.0,43412.0,3.0,12972.0,3.0
Central African Republic,2010,0.0,0.0,0.0,0.0,37513.0,3.0,14468.0,1.0
Central African Republic,2015,0.0,0.0,0.0,0.0,48418.0,0.0,4806.0,1.0
Central African Republic,2020,0.0,0.0,2221692.0,0.0,124660.0,16.0,6066.0,0.0
Central African Republic,2025,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0
Chad,1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,1965,0.0,0.0,24504.0,0.0,0.0,0.0,0.0,0.0
Chad,1970,0.0,0.0,486090.0,0.0,0.0,0.0,0.0,0.0
Chad,1975,0.0,0.0,389406.0,0.0,0.0,0.0,100.0,13.0
Chad,1980,0.0,0.0,1139290.0,2277.0,0.0,0.0,0.0,0.0
Chad,1985,0.0,0.0,360710.0,723.0,47998.0,43.0,1200.0,11.0
Chad,1990,0.0,0.0,300000.0,0.0,14.0,39.0,0.0,0.0
Chad,1995,0.0,0.0,356000.0,0.0,255192.0,2.0,0.0,0.0
Chad,2000,0.0,0.0,800000.0,0.0,175763.0,100.0,0.0,0.0
Chad,2005,0.0,0.0,306172.0,0.0,200365.0,73.0,145.0,14.0
Chad,2010,0.0,0.0,3693828.0,0.0,758210.0,44.0,0.0,0.0
Chad,2015,0.0,0.0,1886800.0,0.0,423.0,0.0,0.0,0.0
Chad,2020,0.0,0.0,2135362.0,0.0,3352017.0,634.0,0.0,0.0
Chile,1965,0.0,0.0,38512.0,0.0,375000.0,600.0,0.0,58.0
Chile,1970,0.0,0.0,81488.0,0.0,40000.0,32.0,90000.0,0.0
Chile,1975,0.0,0.0,0.0,0.0,6000.0,4.0,16800.0,15.0
Chile,1980,0.0,0.0,0.0,0.0,8000.0,0.0,323173.0,127.0
Chile,1985,0.0,0.0,0.0,0.0,251482.0,171.0,30806.0,16.0
Chile,1990,0.0,0.0,0.0,0.0,5776.0,109.0,38000.0,0.0
Chile,1995,10000.0,2.0,0.0,0.0,76800.0,50.0,2250.0,4.0
Chile,2000,25000.0,0.0,0.0,0.0,433868.0,38.0,2400.0,2.0
Chile,2005,0.0,6.0,0.0,0.0,241965.0,32.0,112.0,45.0
Chile,2010,25625.0,0.0,0.0,0.0,16855.0,0.0,0.0,0.0
Chile,2015,0.0,0.0,0.0,0.0,201921.0,205.0,938.0,6.0
Chile,2020,0.0,0.0,0.0,0.0,60676.0,8.0,27341.0,1.0
Chile,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,1910,0.0,0.0,0.0,0.0,0.0,100000.0,500000.0,50000.0
China,1915,0.0,0.0,0.0,0.0,3635000.0,0.0,0.0,0.0
China,1920,0.0,0.0,20000000.0,500000.0,0.0,0.0,0.0,100000.0
China,1925,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,5000.0
China,1930,0.0,0.0,0.0,0.0,3600000.0,3718000.0,0.0,0.0
China,1935,0.0,0.0,0.0,0.0,10030000.0,642000.0,0.0,0.0
China,1945,0.0,0.0,0.0,0.0,0.0,57330.0,0.0,1800.0
China,1950,0.0,0.0,0.0,0.0,10000000.0,37300.0,0.0,0.0
China,1955,0.0,0.0,0.0,0.0,0.0,485686.0,11016617.0,6719.0
China,1960,0.0,0.0,0.0,0.0,0.0,1517061.0,0.0,686.0
China,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,1970,0.0,0.0,0.0,0.0,0.0,0.0,14000.0,107.0
China,1975,0.0,0.0,6000000.0,0.0,11000000.0,20000.0,0.0,0.0
China,1980,0.0,0.0,0.0,0.0,4138383.0,9196.0,21463.0,711.0
China,1985,30000.0,2.0,49000000.0,1400.0,136414234.0,4991.0,44460220.0,2520.0
China,1990,0.0,104.0,102050879.0,2000.0,364772752.0,5691.0,60279535.0,3444.0
China,1995,102180.0,40.0,31699121.0,0.0,638844940.0,12234.0,42341253.0,2192.0
China,2000,3500.0,46.0,151890000.0,0.0,315009267.0,3156.0,150367893.0,935.0
China,2005,77000200.0,145.0,52350049.0,134.0,213250627.0,2579.0,130071717.0,2256.0
China,2010,4084122.0,42.0,105009951.0,0.0,297811666.0,4271.0,62883685.0,852.0
China,2015,0.0,5.0,12000000.0,0.0,83601640.0,1956.0,7864206.0,741.0
China,2020,0.0,0.0,6100000.0,0.0,33403065.0,1231.0,1689911.0,320.0
China,2025,0.0,0.0,0.0,0.0,300181.0,157.0,100507.0,12.0
Colombia,1955,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0
Colombia,1960,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0
Colombia,1965,0.0,0.0,0.0,0.0,70000.0,0.0,1083.0,0.0
Colombia,1970,0.0,0.0,0.0,0.0,5114172.0,467.0,0.0,0.0
Colombia,1975,0.0,0.0,0.0,0.0,102000.0,109.0,0.0,0.0
Colombia,1980,0.0,0.0,0.0,0.0,1940050.0,330.0,540.0,1.0
Colombia,1985,0.0,0.0,0.0,0.0,381650.0,170.0,128000.0,30.0
Colombia,1990,0.0,0.0,0.0,0.0,118877.0,110.0,0.0,0.0
Colombia,1995,0.0,0.0,100000.0,0.0,432590.0,124.0,0.0,2.0
Colombia,2000,0.0,0.0,0.0,0.0,780772.0,373.0,7700.0,5.0
Colombia,2005,0.0,0.0,0.0,0.0,4726159.0,658.0,3074.0,0.0
Colombia,2010,0.0,0.0,0.0,0.0,4489596.0,852.0,18.0,11.0
Colombia,2015,0.0,0.0,0.0,0.0,141127.0,123.0,0.0,0.0
Colombia,2020,0.0,0.0,1143043.0,0.0,384472.0,129.0,544861.0,24.0
Colombia,2025,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,2.0
Comoros,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Comoros,1980,0.0,0.0,0.0,0.0,0.0,0.0,30052.0,33.0
Comoros,1985,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,26.0
Comoros,2000,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0
Comoros,2005,0.0,0.0,0.0,0.0,2500.0,2.0,0.0,0.0
Comoros,2010,0.0,0.0,0.0,0.0,65137.0,4.0,9511.0,0.0
Comoros,2015,0.0,0.0,0.0,0.0,0.0,0.0,345311.0,8.0
Comoros,2020,0.0,0.0,0.0,0.0,0.0,0.0,64155.0,0.0
Congo,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Congo,1990,0.0,0.0,0.0,0.0,16500.0,0.0,0.0,0.0
Congo,1995,0.0,0.0,0.0,0.0,62000.0,2.0,0.0,0.0
Congo,2000,0.0,0.0,0.0,0.0,53000.0,0.0,0.0,0.0
Congo,2005,0.0,0.0,0.0,0.0,32000.0,7.0,0.0,0.0
Congo,2010,0.0,0.0,0.0,0.0,9614.0,19.0,0.0,0.0
Congo,2015,0.0,0.0,0.0,0.0,94122.0,0.0,0.0,0.0
Congo,2020,0.0,0.0,0.0,0.0,2236209.0,67.0,0.0,0.0
Cook Islands,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,1985,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,5.0
Cook Islands,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cook Islands,1995,0.0,0.0,0.0,0.0,0.0,0.0,900.0,19.0
Cook Islands,2000,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0
Cook Islands,2005,0.0,0.0,0.0,0.0,0.0,0.0,608.0,0.0
Cook Islands,2010,0.0,0.0,0.0,0.0,0.0,0.0,2202.0,0.0
Costa Rica,1965,0.0,0.0,0.0,0.0,4603.0,7.0,0.0,0.0
Costa Rica,1970,0.0,0.0,0.0,0.0,15240.0,24.0,0.0,0.0
Costa Rica,1980,0.0,0.0,0.0,0.0,1350.0,1.0,0.0,0.0
Costa Rica,1985,0.0,0.0,0.0,0.0,12500.0,7.0,127500.0,28.0
Costa Rica,1990,0.0,0.0,0.0,0.0,226028.0,12.0,0.0,0.0
Costa Rica,1995,0.0,0.0,0.0,0.0,29993.0,15.0,740762.0,62.0
Costa Rica,2000,0.0,0.0,0.0,0.0,102033.0,13.0,0.0,0.0
Costa Rica,2005,0.0,0.0,0.0,0.0,181996.0,31.0,56074.0,5.0
Costa Rica,2010,0.0,0.0,0.0,0.0,59324.0,37.0,0.0,0.0
Costa Rica,2015,0.0,0.0,0.0,0.0,134856.0,1.0,61500.0,22.0
Costa Rica,2020,0.0,0.0,0.0,0.0,1298668.0,11.0,328418.0,0.0
Cote d'Ivoire,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cote d'Ivoire,1985,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0
Cote d'Ivoire,1995,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
Cote d'Ivoire,2005,0.0,0.0,0.0,0.0,2450.0,6.0,0.0,0.0
Cote d'Ivoire,2010,0.0,0.0,0.0,0.0,6425.0,64.0,0.0,0.0
Cote d'Ivoire,2015,0.0,0.0,0.0,0.0,39871.0,83.0,0.0,0.0
Cote d'Ivoire,2020,0.0,0.0,0.0,0.0,30476.0,63.0,0.0,0.0
Croatia,2000,200.0,828.0,0.0,0.0,1200.0,0.0,0.0,0.0
Croatia,2005,0.0,5.0,0.0,0.0,250.0,0.0,0.0,2.0
Croatia,2010,0.0,7.0,0.0,0.0,16326.0,3.0,0.0,0.0
Croatia,2015,0.0,0.0,0.0,0.0,1736.0,1.0,8000.0,0.0
Croatia,2020,0.0,2547.0,0.0,0.0,177.0,0.0,6100.0,1.0
Croatia,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Cuba,1910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Cuba,1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
Cuba,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2522.0
Cuba,1935,0.0,0.0,0.0,0.0,0.0,0.0,500.0,35.0
Cuba,1940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuba,1945,0.0,0.0,0.0,0.0,0.0,0.0,300.0,14.0
Cuba,1955,0.0,0.0,0.0,0.0,0.0,0.0,205.0,4.0
Cuba,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0
Cuba,1965,0.0,0.0,0.0,0.0,0.0,0.0,174030.0,5.0
Cuba,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Cuba,1975,0.0,0.0,0.0,0.0,18000.0,7.0,170.0,6.0
Cuba,1980,0.0,0.0,0.0,0.0,164575.0,15.0,180000.0,27.0
Cuba,1985,0.0,0.0,0.0,0.0,100512.0,23.0,560391.0,4.0
Cuba,1990,0.0,0.0,0.0,0.0,630727.0,62.0,260333.0,7.0
Cuba,1995,0.0,0.0,820000.0,0.0,79046.0,3.0,738829.0,12.0
Cuba,2000,0.0,0.0,0.0,0.0,36275.0,2.0,6471232.0,12.0
Cuba,2005,0.0,0.0,0.0,0.0,39500.0,2.0,3292220.0,28.0
Cuba,2010,0.0,0.0,0.0,0.0,3227.0,4.0,208101.0,12.0
Cuba,2015,0.0,0.0,100000.0,0.0,10089.0,3.0,10240651.0,25.0
Cuba,2020,0.0,0.0,0.0,0.0,20800.0,9.0,7801113.0,16.0
Cyprus,1965,0.0,0.0,0.0,0.0,0.0,0.0,3100.0,3.0
Cyprus,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,1995,100.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,2000,400.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0
Cyprus,2005,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,2020,0.0,470.0,0.0,0.0,469.0,0.0,0.0,0.0
Czechia,1995,0.0,0.0,0.0,0.0,107547.0,56.0,0.0,0.0
Czechia,2000,0.0,418.0,0.0,0.0,200000.0,21.0,0.0,2.0
Czechia,2005,0.0,15.0,0.0,0.0,19065.0,24.0,15.0,8.0
Czechia,2010,0.0,44.0,0.0,0.0,1308800.0,28.0,0.0,0.0
Czechia,2015,0.0,3.0,0.0,0.0,0.0,0.0,600.0,0.0
Czechia,2020,0.0,1184.0,0.0,0.0,24.0,10.0,253823.0,21.0
Czechoslovakia,1980,0.0,0.0,0.0,0.0,600.0,4.0,0.0,0.0
Czechoslovakia,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic Republic of Congo,1975,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0
Democratic Republic of Congo,1980,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0
Democratic Republic of Congo,1990,0.0,0.0,0.0,0.0,27550.0,62.0,0.0,0.0
Democratic Republic of Congo,1995,0.0,0.0,0.0,0.0,113506.0,2.0,0.0,0.0
Democratic Republic of Congo,2000,0.0,0.0,0.0,0.0,17047.0,91.0,22573.0,28.0
Democratic Republic of Congo,2005,0.0,0.0,0.0,0.0,20072.0,48.0,80463.0,21.0
Democratic Republic of Congo,2010,0.0,0.0,0.0,0.0,87785.0,155.0,0.0,0.0
Democratic Republic of Congo,2015,0.0,0.0,0.0,0.0,619349.0,298.0,0.0,0.0
Democratic Republic of Congo,2020,0.0,0.0,25972806.0,0.0,3025492.0,3491.0,527.0,2.0
Democratic Republic of Congo,2025,0.0,0.0,0.0,0.0,182161.0,351.0,0.0,0.0
Denmark,1975,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0
Denmark,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Denmark,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denmark,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Denmark,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Denmark,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Denmark,2005,0.0,0.0,0.0,0.0,0.0,0.0,560.0,4.0
Denmark,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Denmark,2020,0.0,615.0,0.0,0.0,0.0,0.0,3.0,1.0
Djibouti,1975,0.0,0.0,0.0,0.0,197000.0,0.0,0.0,0.0
Djibouti,1980,0.0,0.0,225000.0,0.0,102000.0,25.0,0.0,0.0
Djibouti,1985,0.0,0.0,30000.0,0.0,150300.0,10.0,0.0,0.0
Djibouti,1990,0.0,0.0,0.0,0.0,140000.0,145.0,0.0,0.0
Djibouti,1995,0.0,0.0,100000.0,0.0,0.0,0.0,775.0,0.0
Djibouti,2000,0.0,0.0,100000.0,0.0,100000.0,51.0,0.0,0.0
Djibouti,2005,0.0,0.0,532750.0,0.0,0.0,0.0,0.0,0.0
Djibouti,2010,0.0,0.0,200258.0,0.0,0.0,0.0,0.0,0.0
Djibouti,2015,0.0,0.0,0.0,0.0,250000.0,11.0,25000.0,2.0
Djibouti,2020,0.0,0.0,192168.0,0.0,110000.0,8.0,0.0,0.0
Dominica,1955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominica,1975,0.0,0.0,0.0,0.0,0.0,0.0,72100.0,40.0
Dominica,1980,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,2.0
Dominica,1985,0.0,0.0,0.0,0.0,0.0,0.0,710.0,0.0
Dominica,1995,0.0,0.0,0.0,0.0,0.0,0.0,5716.0,2.0
Dominica,2005,0.0,0.0,0.0,0.0,0.0,0.0,7530.0,2.0
Dominica,2010,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0
Dominica,2015,0.0,0.0,0.0,0.0,0.0,0.0,99987.0,94.0
Dominican Republic,1925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0
Dominican Republic,1930,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,2000.0
Dominican Republic,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0
Dominican Republic,1965,0.0,0.0,240000.0,0.0,0.0,0.0,12942.0,74.0
Dominican Republic,1975,0.0,0.0,0.0,0.0,1000.0,32.0,1554000.0,1400.0
Dominican Republic,1980,0.0,0.0,0.0,0.0,150000.0,20.0,0.0,7.0
Dominican Republic,1985,0.0,0.0,0.0,0.0,1192045.0,12.0,2000.0,15.0
Dominican Republic,1990,0.0,0.0,0.0,0.0,20000.0,40.0,0.0,0.0
Dominican Republic,1995,0.0,0.0,0.0,0.0,1000.0,3.0,1003425.0,382.0
Dominican Republic,2000,0.0,0.0,0.0,0.0,77215.0,701.0,24434.0,26.0
Dominican Republic,2005,0.0,0.0,0.0,0.0,35845.0,22.0,160935.0,185.0
Dominican Republic,2010,0.0,0.0,0.0,0.0,61270.0,12.0,98515.0,15.0
Dominican Republic,2015,0.0,0.0,0.0,0.0,2823990.0,17.0,52768.0,11.0
Dominican Republic,2020,0.0,0.0,0.0,0.0,326786.0,35.0,1758658.0,15.0
East Germany,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Germany,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Timor,2000,0.0,0.0,0.0,0.0,3558.0,4.0,0.0,0.0
East Timor,2005,0.0,0.0,0.0,0.0,947.0,1.0,8730.0,0.0
East Timor,2015,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0
East Timor,2020,0.0,0.0,0.0,0.0,9131.0,3.0,143670.0,41.0
Ecuador,1950,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0
Ecuador,1960,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0
Ecuador,1965,0.0,0.0,0.0,0.0,70500.0,0.0,0.0,0.0
Ecuador,1970,0.0,0.0,0.0,0.0,183000.0,20.0,0.0,0.0
Ecuador,1980,0.0,0.0,0.0,0.0,900000.0,307.0,0.0,0.0
Ecuador,1985,0.0,0.0,0.0,0.0,40000.0,35.0,0.0,0.0
Ecuador,1990,0.0,0.0,0.0,0.0,205000.0,22.0,0.0,0.0
Ecuador,1995,0.0,0.0,34000.0,0.0,49007.0,245.0,0.0,0.0
Ecuador,2000,0.0,0.0,0.0,0.0,72100.0,123.0,0.0,0.0
Ecuador,2005,0.0,0.0,15393.0,0.0,358599.0,60.0,0.0,0.0
Ecuador,2010,0.0,0.0,95272.0,0.0,107967.0,43.0,0.0,0.0
Ecuador,2015,0.0,0.0,0.0,0.0,38140.0,35.0,0.0,0.0
Ecuador,2020,0.0,0.0,0.0,0.0,252581.0,118.0,0.0,0.0
Ecuador,2025,0.0,0.0,0.0,0.0,0.0,0.0,346961.0,97.0
Egypt,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,1975,0.0,0.0,0.0,0.0,66000.0,65.0,15000.0,3.0
Egypt,1985,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0
Egypt,1990,0.0,0.0,0.0,0.0,160868.0,601.0,0.0,0.0
Egypt,1995,0.0,54.0,0.0,0.0,3260.0,23.0,60.0,18.0
Egypt,2000,105.0,3.0,0.0,0.0,870.0,18.0,42.0,13.0
Egypt,2010,0.0,0.0,0.0,0.0,3500.0,27.0,40.0,31.0
Egypt,2015,66.0,110.0,0.0,0.0,0.0,0.0,32707.0,51.0
Egypt,2020,0.0,0.0,0.0,0.0,26635.0,43.0,0.0,0.0
El Salvador,1930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0
El Salvador,1965,0.0,0.0,0.0,0.0,0.0,0.0,4640.0,2.0
El Salvador,1980,0.0,0.0,0.0,0.0,68000.0,500.0,0.0,0.0
El Salvador,1985,0.0,0.0,0.0,0.0,39060.0,43.0,0.0,0.0
El Salvador,1990,0.0,0.0,0.0,0.0,8000.0,2.0,0.0,0.0
El Salvador,1995,0.0,0.0,0.0,0.0,6950.0,15.0,86000.0,491.0
El Salvador,2000,0.0,0.0,400000.0,0.0,1500.0,3.0,600.0,1.0
El Salvador,2005,0.0,1.0,0.0,0.0,5832.0,80.0,164941.0,344.0
